"condition","grain","movName","iteration","max_peakiness","min_peakiness","peakiness"
"Jumbled","f","Corn",3,0.000355540092230485,5.24657536716697e-05,6.77661269207058
"Uninterrupted","c","3Iron",4,0.000123591738673506,2.98969883333201e-05,4.13391935319998
"Interrupted","c","3Iron",4,0.000137369392024801,3.05433807940322e-05,4.49751757839594
"Jumbled","c","3Iron",4,0.000127713197117877,3.06863182281792e-05,4.16189378498324
"Uninterrupted","f","3Iron",4,0.000291248362431715,4.88378019243397e-05,5.96358457907097
"Interrupted","f","3Iron",4,0.000340139683089241,5.04106905656161e-05,6.74737202114906
"Jumbled","f","3Iron",4,0.000301052871042722,4.96942531172613e-05,6.05810233896343
"Uninterrupted","c","Corn",4,0.000128183158480126,3.11733290590484e-05,4.11194961684463
"Interrupted","c","Corn",4,0.000154409956428913,3.22128055804142e-05,4.7934339666085
"Jumbled","c","Corn",4,0.000124730923902378,3.23607918002543e-05,3.85438417799769
"Uninterrupted","f","Corn",4,0.000321360809292073,5.36593827388493e-05,5.98890246009871
"Interrupted","f","Corn",4,0.000322269290348898,5.35883104854932e-05,6.01379829722638
"Jumbled","f","Corn",4,0.0003286464949981,5.24657536716697e-05,6.26401932686925
"Uninterrupted","c","3Iron",5,0.000114711704399994,2.98969883333201e-05,3.83689832303773
"Interrupted","c","3Iron",5,0.000118098901399834,3.07526030347146e-05,3.84028959325883
"Jumbled","c","3Iron",5,0.000129357411374559,3.08178315482231e-05,4.19748583452872
"Uninterrupted","f","3Iron",5,0.000310576641308185,4.88378019243397e-05,6.35934929645965
"Interrupted","f","3Iron",5,0.000297501613222549,5.04106905656161e-05,5.90155798074838
"Jumbled","f","3Iron",5,0.000302350767714731,4.96942531172613e-05,6.08421998015118
"Uninterrupted","c","Corn",5,0.00014563691361892,3.11733290590484e-05,4.67184346410532
"Interrupted","c","Corn",5,0.000112657379663159,3.24278114367413e-05,3.47409753146387
"Jumbled","c","Corn",5,0.000104112199701051,3.23607918002543e-05,3.21723276561586
"Uninterrupted","f","Corn",5,0.000366134931732027,5.24528957172599e-05,6.98026156087982
"Interrupted","f","Corn",5,0.000301810933173512,5.35883104854932e-05,5.63202926980157
"Jumbled","f","Corn",5,0.000339155677940557,5.24657536716697e-05,6.46432490159183
"Uninterrupted","c","3Iron",6,0.000131032727462619,2.98969883333201e-05,4.38280692361858
"Interrupted","c","3Iron",6,0.000139863496788473,3.05433807940322e-05,4.57917536148455
"Jumbled","c","3Iron",6,0.000112034057941312,3.08178315482231e-05,3.63536473246028
"Uninterrupted","f","3Iron",6,0.000297593934132455,5.00628601899873e-05,5.94440535365126
"Interrupted","f","3Iron",6,0.00033325983931667,5.04106905656161e-05,6.61089613289246
"Jumbled","f","3Iron",6,0.000276565079899473,4.96942531172613e-05,5.56533326392642
"Uninterrupted","c","Corn",6,0.000134856661156551,3.11733290590484e-05,4.32602693479114
"Interrupted","c","Corn",6,0.000136902261093313,3.22128055804142e-05,4.24993286448019
"Jumbled","c","Corn",6,0.000161752662741481,3.21460706675389e-05,5.03180200200391
"Uninterrupted","f","Corn",6,0.000310024922826417,5.24528957172599e-05,5.91053970590228
"Interrupted","f","Corn",6,0.000351375146622837,5.35883104854932e-05,6.5569364557212
"Jumbled","f","Corn",6,0.000344140430240916,5.24657536716697e-05,6.55933454028974
"Uninterrupted","c","3Iron",7,0.000102148604246873,2.9942282918096e-05,3.4115169015766
"Interrupted","c","3Iron",7,0.00012776866685153,3.07526030347146e-05,4.15472689278695
"Jumbled","c","3Iron",7,0.000142549968122711,3.06863182281792e-05,4.64539170397469
"Uninterrupted","f","3Iron",7,0.000314273286802484,4.88378019243397e-05,6.43504159522496
"Interrupted","f","3Iron",7,0.000306372898374998,5.04106905656161e-05,6.0775382153556
"Jumbled","f","3Iron",7,0.00028403509183318,4.96942531172613e-05,5.71565269655941
"Uninterrupted","c","Corn",7,0.000129551296929819,3.11733290590484e-05,4.15583772539734
"Interrupted","c","Corn",7,0.000119304900989693,3.24278114367413e-05,3.67909198011796
"Jumbled","c","Corn",7,0.000154673253634055,3.23607918002543e-05,4.77964984876666
"Uninterrupted","f","Corn",7,0.000394911091010238,5.24528957172599e-05,7.52887110635324
"Interrupted","f","Corn",7,0.000306637961976351,5.35883104854932e-05,5.72210542184121
"Jumbled","f","Corn",7,0.000334545956517394,5.24657536716697e-05,6.37646337096348
"Uninterrupted","c","3Iron",8,0.000120601007892431,2.98969883333201e-05,4.03388483642086
"Interrupted","c","3Iron",8,0.000116382704120055,3.07526030347146e-05,3.78448302371926
"Jumbled","c","3Iron",8,9.80852111741662e-05,3.08178315482231e-05,3.18274214136982
"Uninterrupted","f","3Iron",8,0.000311109696439332,4.88378019243397e-05,6.37026410241206
"Interrupted","f","3Iron",8,0.000290431579328136,5.04106905656161e-05,5.76130927923118
"Jumbled","f","3Iron",8,0.000312043649574609,4.96942531172613e-05,6.2792703381273
"Uninterrupted","c","Corn",8,0.000156440976361337,3.08768825037173e-05,5.06660529418741
"Interrupted","c","Corn",8,0.000168649259501117,3.22128055804142e-05,5.23547255392303
"Jumbled","c","Corn",8,0.000140807219532327,3.23607918002543e-05,4.35116731387335
"Uninterrupted","f","Corn",8,0.00032471156096921,5.24528957172599e-05,6.19053641422435
"Interrupted","f","Corn",8,0.000326175692693087,5.35883104854932e-05,6.08669483583337
"Jumbled","f","Corn",8,0.000358088483742335,5.24657536716697e-05,6.82518516713303
"Uninterrupted","c","3Iron",9,0.000124667029467696,2.98969883333201e-05,4.16988587873098
"Interrupted","c","3Iron",9,0.000125386502727782,3.07526030347146e-05,4.07726469808887
"Jumbled","c","3Iron",9,0.000135156931985005,3.08178315482231e-05,4.38567300796339
"Uninterrupted","f","3Iron",9,0.000339124528315323,4.88378019243397e-05,6.94389417526816
"Interrupted","f","3Iron",9,0.000281095827349972,5.04106905656161e-05,5.57611538735199
"Jumbled","f","3Iron",9,0.000294491863700287,4.96942531172613e-05,5.92607485226487
"Uninterrupted","c","Corn",9,0.000119943583268895,3.11733290590484e-05,3.8476347213895
"Interrupted","c","Corn",9,0.000144511446320013,3.22128055804142e-05,4.48614902415945
"Jumbled","c","Corn",9,0.00010037697596096,3.23929387597206e-05,3.09873014935512
"Uninterrupted","f","Corn",9,0.000276853988821156,5.36593827388493e-05,5.15947024900669
"Interrupted","f","Corn",9,0.000309210457364302,5.35883104854932e-05,5.77011020804635
"Jumbled","f","Corn",9,0.000289466078958466,5.24657536716697e-05,5.51723855469499
"Uninterrupted","c","3Iron",10,0.000114819176588509,2.98969883333201e-05,3.84049307269331
"Interrupted","c","3Iron",10,0.00012740666112152,3.07526030347146e-05,4.14295534520115
"Jumbled","c","3Iron",10,0.000136256782965541,3.06863182281792e-05,4.44031056291456
"Uninterrupted","f","3Iron",10,0.000276547551557612,4.88378019243397e-05,5.66257162814256
"Interrupted","f","3Iron",10,0.000268377847235753,5.04106905656161e-05,5.32382802585147
"Jumbled","f","3Iron",10,0.000289697771104357,4.96942531172613e-05,5.82960308148249
"Uninterrupted","c","Corn",10,0.000154796083504458,3.11733290590484e-05,4.96565776504792
"Interrupted","c","Corn",10,0.000120689663220435,3.24278114367413e-05,3.72179489990777
"Jumbled","c","Corn",10,0.000116899046336351,3.23607918002543e-05,3.61236668923015
"Uninterrupted","f","Corn",10,0.000336644635248198,5.24528957172599e-05,6.41803718640883
"Interrupted","f","Corn",10,0.000307249202763008,5.35883104854932e-05,5.73351165542311
"Jumbled","f","Corn",10,0.000299001601380794,5.24657536716697e-05,5.69898610914738
"Uninterrupted","c","3Iron",11,0.000138761811994929,2.98969883333201e-05,4.64133077378499
"Interrupted","c","3Iron",11,0.0001047270255511,3.07526030347146e-05,3.40546865034093
"Jumbled","c","3Iron",11,0.000113642434673878,3.08178315482231e-05,3.68755454114456
"Uninterrupted","f","3Iron",11,0.000284781337185181,4.88378019243397e-05,5.8311661451588
"Interrupted","f","3Iron",11,0.000321080177751843,5.04106905656161e-05,6.36928742989376
"Jumbled","f","3Iron",11,0.000306934692725998,4.96942531172613e-05,6.17646253786605
"Uninterrupted","c","Corn",11,0.000146005745342133,3.11733290590484e-05,4.6836751078324
"Interrupted","c","Corn",11,0.00011745957196553,3.24278114367413e-05,3.62218622723475
"Jumbled","c","Corn",11,0.000117763114347739,3.23607918002543e-05,3.63906776677862
"Uninterrupted","f","Corn",11,0.00032588399061766,5.24528957172599e-05,6.21288846233186
"Interrupted","f","Corn",11,0.000351575291988123,5.35883104854932e-05,6.56067132557383
"Jumbled","f","Corn",11,0.000312160213505046,5.24657536716697e-05,5.94978994218862
"Uninterrupted","c","3Iron",12,0.000139463064994322,2.98969883333201e-05,4.66478641391753
"Interrupted","c","3Iron",12,0.000123150046085829,3.07526030347146e-05,4.00454055699977
"Jumbled","c","3Iron",12,0.000115113508774337,3.08178315482231e-05,3.73528905154178
"Uninterrupted","f","3Iron",12,0.000311722565583322,5.00628601899873e-05,6.2266231773483
"Interrupted","f","3Iron",12,0.000255698994305426,5.04106905656161e-05,5.07231683272818
"Jumbled","f","3Iron",12,0.000302171534472539,4.96942531172613e-05,6.08061326044117
"Uninterrupted","c","Corn",12,0.000119276290273242,3.11733290590484e-05,3.82622882680604
"Interrupted","c","Corn",12,0.000167965171354845,3.22128055804142e-05,5.21423602596634
"Jumbled","c","Corn",12,0.000126399046152312,3.23607918002543e-05,3.90593181194405
"Uninterrupted","f","Corn",12,0.000289169850933803,5.36593827388493e-05,5.38898951449258
"Interrupted","f","Corn",12,0.000316991544544643,5.35883104854932e-05,5.91531141162689
"Jumbled","f","Corn",12,0.000340099112816009,5.24657536716697e-05,6.4823068194988
"Uninterrupted","c","3Iron",13,0.000120952626177024,2.98969883333201e-05,4.04564582989194
"Interrupted","c","3Iron",13,0.000134724121447093,3.07526030347146e-05,4.38090139215246
"Jumbled","c","3Iron",13,0.000122089610311535,3.06863182281792e-05,3.97863338976327
"Uninterrupted","f","3Iron",13,0.000272458335186973,4.88378019243397e-05,5.57884107087928
"Interrupted","f","3Iron",13,0.000272640854404074,5.04106905656161e-05,5.40839356384528
"Jumbled","f","3Iron",13,0.000271911878304576,4.96942531172613e-05,5.47169664997194
"Uninterrupted","c","Corn",13,0.000119633038176591,3.11733290590484e-05,3.83767283725078
"Interrupted","c","Corn",13,0.000140997594980604,3.22128055804142e-05,4.37706658703247
"Jumbled","c","Corn",13,0.000126950889525879,3.23607918002543e-05,3.92298465097759
"Uninterrupted","f","Corn",13,0.000322845074920353,5.24528957172599e-05,6.15495237213604
"Interrupted","f","Corn",13,0.000319518338974593,5.35883104854932e-05,5.96246338202973
"Jumbled","f","Corn",13,0.00033435918463161,5.24657536716697e-05,6.37290348908409
"Uninterrupted","c","3Iron",14,0.000120839088601484,2.98969883333201e-05,4.04184820404833
"Interrupted","c","3Iron",14,0.000112159816923889,3.07526030347146e-05,3.64716498298627
"Jumbled","c","3Iron",14,0.000149808809312375,3.06863182281792e-05,4.88194146324163
"Uninterrupted","f","3Iron",14,0.000282520870012106,5.00628601899873e-05,5.64332259363422
"Interrupted","f","3Iron",14,0.000335750544601862,5.04106905656161e-05,6.66030440834447
"Jumbled","f","3Iron",14,0.000274037087887441,4.96942531172613e-05,5.51446235122617
"Uninterrupted","c","Corn",14,0.00010976162762582,3.12459163971732e-05,3.51283112425372
"Interrupted","c","Corn",14,0.000136574494983525,3.24278114367413e-05,4.2116470070744
"Jumbled","c","Corn",14,0.000138363210374873,3.23607918002543e-05,4.27564353891322
"Uninterrupted","f","Corn",14,0.000355796765874255,5.24528957172599e-05,6.7831672781638
"Interrupted","f","Corn",14,0.00033402742378191,5.35883104854932e-05,6.2332143102801
"Jumbled","f","Corn",14,0.000288260180109754,5.24657536716697e-05,5.49425405977553
"Uninterrupted","c","3Iron",15,0.000134672809525253,2.98969883333201e-05,4.50456106226461
"Interrupted","c","3Iron",15,0.000139298823765718,3.07526030347146e-05,4.52965960665096
"Jumbled","c","3Iron",15,0.000110603504615658,3.08178315482231e-05,3.58894507040794
"Uninterrupted","f","3Iron",15,0.000304599926827826,4.88378019243397e-05,6.23697043736156
"Interrupted","f","3Iron",15,0.000293315729744822,5.04106905656161e-05,5.8185223501954
"Jumbled","f","3Iron",15,0.000297095948476399,4.96942531172613e-05,5.97847698355291
"Uninterrupted","c","Corn",15,0.000124790725682646,3.11733290590484e-05,4.00312476881337
"Interrupted","c","Corn",15,0.000105700336030841,3.24278114367413e-05,3.2595581184082
"Jumbled","c","Corn",15,0.000121492062254112,3.23607918002543e-05,3.75429819529808
"Uninterrupted","f","Corn",15,0.000304037973168763,5.24528957172599e-05,5.79640016077736
"Interrupted","f","Corn",15,0.000346567001499238,5.35883104854932e-05,6.46721268798083
"Jumbled","f","Corn",15,0.000343086607920172,5.24657536716697e-05,6.53924863192104
"Uninterrupted","c","3Iron",16,0.000132451711610945,2.98969883333201e-05,4.43026936807974
"Interrupted","c","3Iron",16,0.000117638576255209,3.07526030347146e-05,3.8253209369761
"Jumbled","c","3Iron",16,0.000119410177558931,3.08178315482231e-05,3.87471056722729
"Uninterrupted","f","3Iron",16,0.000318685769053112,4.88378019243397e-05,6.52539132590006
"Interrupted","f","3Iron",16,0.000282685965348498,5.04106905656161e-05,5.60765905359986
"Jumbled","f","3Iron",16,0.00034776983203821,4.96942531172613e-05,6.99819013714912
"Uninterrupted","c","Corn",16,0.000143940365966229,3.11733290590484e-05,4.61742041389219
"Interrupted","c","Corn",16,0.000138746412177675,3.24278114367413e-05,4.27862399682246
"Jumbled","c","Corn",16,0.000119480225779726,3.23929387597206e-05,3.68846515180325
"Uninterrupted","f","Corn",16,0.00034744370384668,5.24528957172599e-05,6.62391845284439
"Interrupted","f","Corn",16,0.000287929029642039,5.35883104854932e-05,5.3729820371923
"Jumbled","f","Corn",16,0.00032077470268508,5.24657536716697e-05,6.11398255502982
"Uninterrupted","c","3Iron",17,0.000116768030736721,2.98969883333201e-05,3.90567870699481
"Interrupted","c","3Iron",17,0.000112113442902478,3.07526030347146e-05,3.64565701238106
"Jumbled","c","3Iron",17,0.000158199080434056,3.06863182281792e-05,5.15536204955284
"Uninterrupted","f","3Iron",17,0.000297595214881935,4.88378019243397e-05,6.09354236177488
"Interrupted","f","3Iron",17,0.000293783434343043,5.04106905656161e-05,5.82780023536168
"Jumbled","f","3Iron",17,0.00034511500397744,4.96942531172613e-05,6.94476689614567
"Uninterrupted","c","Corn",17,0.00013640732273688,3.11733290590484e-05,4.37577014885057
"Interrupted","c","Corn",17,0.000143584543122493,3.22128055804142e-05,4.45737465381763
"Jumbled","c","Corn",17,0.00019029571133105,3.21460706675389e-05,5.91971918742812
"Uninterrupted","f","Corn",17,0.000307266453470314,5.24528957172599e-05,5.85795024790607
"Interrupted","f","Corn",17,0.000347366721683168,5.35883104854932e-05,6.4821360952815
"Jumbled","f","Corn",17,0.000315485482531308,5.24657536716697e-05,6.01316974317407
"Uninterrupted","c","3Iron",18,0.000136549143564492,2.98969883333201e-05,4.56732103053701
"Interrupted","c","3Iron",18,0.000134479977355272,3.05433807940322e-05,4.40291722328092
"Jumbled","c","3Iron",18,8.70553650428832e-05,3.08759195991052e-05,2.81952298662567
"Uninterrupted","f","3Iron",18,0.000288544089536621,4.88378019243397e-05,5.90821204409728
"Interrupted","f","3Iron",18,0.000297087537223015,5.04106905656161e-05,5.89334392942538
"Jumbled","f","3Iron",18,0.000327263597801653,4.96942531172613e-05,6.58554213561523
"Uninterrupted","c","Corn",18,0.000127776894878685,3.11733290590484e-05,4.09891720697042
"Interrupted","c","Corn",18,0.00012884174020575,3.24278114367413e-05,3.97318642539563
"Jumbled","c","Corn",18,0.000135442630029221,3.21460706675389e-05,4.21334947683017
"Uninterrupted","f","Corn",18,0.00033013827951957,5.24528957172599e-05,6.2939953076973
"Interrupted","f","Corn",18,0.000312682370550433,5.35883104854932e-05,5.83489883740743
"Jumbled","f","Corn",18,0.000322978554512189,5.24657536716697e-05,6.1559880857404
"Uninterrupted","c","3Iron",19,0.000106479734786446,2.98969883333201e-05,3.5615538795851
"Interrupted","c","3Iron",19,0.000121787763537726,3.07526030347146e-05,3.96024243542077
"Jumbled","c","3Iron",19,0.000105593160061048,3.08178315482231e-05,3.4263656706611
"Uninterrupted","f","3Iron",19,0.000317999654915381,4.88378019243397e-05,6.51134249260503
"Interrupted","f","3Iron",19,0.000256656439756415,5.04106905656161e-05,5.09130973761097
"Jumbled","f","3Iron",19,0.000309864191890918,4.96942531172613e-05,6.23541299956246
"Uninterrupted","c","Corn",19,0.00014046755600616,3.11733290590484e-05,4.50601717064246
"Interrupted","c","Corn",19,0.000131217817568986,3.22128055804142e-05,4.07346752959538
"Jumbled","c","Corn",19,0.000159446667231097,3.21460706675389e-05,4.96006709125125
"Uninterrupted","f","Corn",19,0.000354338637150141,5.24528957172599e-05,6.75536845592194
"Interrupted","f","Corn",19,0.000347628767236278,5.35883104854932e-05,6.48702607129934
"Jumbled","f","Corn",19,0.000333827632154212,5.24657536716697e-05,6.36277207115528
"Uninterrupted","c","3Iron",20,0.00012932270786387,2.98969883333201e-05,4.32560987153813
"Interrupted","c","3Iron",20,0.000117666976095712,3.07526030347146e-05,3.82624443084981
"Jumbled","c","3Iron",20,0.000127411567128616,3.08178315482231e-05,4.13434562809017
"Uninterrupted","f","3Iron",20,0.000302883060120098,4.88378019243397e-05,6.20181597421868
"Interrupted","f","3Iron",20,0.000299300112372018,5.04106905656161e-05,5.93723492008982
"Jumbled","f","3Iron",20,0.000299423703867638,4.96942531172613e-05,6.0253185244801
"Uninterrupted","c","Corn",20,0.000137168851158119,3.11733290590484e-05,4.40019899377106
"Interrupted","c","Corn",20,0.000128216642368713,3.24278114367413e-05,3.95390982887734
"Jumbled","c","Corn",20,0.000139511838258551,3.23607918002543e-05,4.31113796966656
"Uninterrupted","f","Corn",20,0.000313477549149493,5.24528957172599e-05,5.97636307515319
"Interrupted","f","Corn",20,0.000323272569641815,5.35883104854932e-05,6.03252027752073
"Jumbled","f","Corn",20,0.000314025608321655,5.24657536716697e-05,5.98534446463545
"Uninterrupted","c","3Iron",21,0.00013606300334175,2.98969883333201e-05,4.55106052237738
"Interrupted","c","3Iron",21,0.000125942632657559,3.07526030347146e-05,4.09534869342251
"Jumbled","c","3Iron",21,0.000110352169627869,3.08178315482231e-05,3.58078956513187
"Uninterrupted","f","3Iron",21,0.000274934845184463,4.88378019243397e-05,5.62954994597005
"Interrupted","f","3Iron",21,0.000294526798242265,5.04106905656161e-05,5.84254639120445
"Jumbled","f","3Iron",21,0.000267225995772885,4.96942531172613e-05,5.37740239585296
"Uninterrupted","c","Corn",21,0.000124498985395386,3.11733290590484e-05,3.99376611845211
"Interrupted","c","Corn",21,0.000118040596803762,3.24278114367413e-05,3.64010371264278
"Jumbled","c","Corn",21,0.000101968168149381,3.23607918002543e-05,3.15097877637777
"Uninterrupted","f","Corn",21,0.00032577428752368,5.24528957172599e-05,6.21079700308104
"Interrupted","f","Corn",21,0.000329534794959149,5.35883104854932e-05,6.14937832474411
"Jumbled","f","Corn",21,0.000309945884294741,5.24657536716697e-05,5.90758471200815
"Uninterrupted","c","3Iron",22,0.000123093067865557,2.98969883333201e-05,4.11723971970683
"Interrupted","c","3Iron",22,0.000109898237928773,3.07526030347146e-05,3.57362392395582
"Jumbled","c","3Iron",22,0.000145902874271498,3.06863182281792e-05,4.75465558254936
"Uninterrupted","f","3Iron",22,0.000308531939318232,4.88378019243397e-05,6.31748209708975
"Interrupted","f","3Iron",22,0.000276161198792067,5.04106905656161e-05,5.47822685413537
"Jumbled","f","3Iron",22,0.000325205434035865,4.96942531172613e-05,6.54412560077102
"Uninterrupted","c","Corn",22,0.000151239024585165,3.11733290590484e-05,4.851551924361
"Interrupted","c","Corn",22,0.000106961461654328,3.24278114367413e-05,3.29844836624214
"Jumbled","c","Corn",22,9.73241091078611e-05,3.23929387597206e-05,3.00448532409415
"Uninterrupted","f","Corn",22,0.000317191024819845,5.24528957172599e-05,6.04715946531568
"Interrupted","f","Corn",22,0.000335046973425027,5.35883104854932e-05,6.25223990809948
"Jumbled","f","Corn",22,0.000320261185478057,5.24657536716697e-05,6.10419489029452
"Uninterrupted","c","3Iron",23,0.00014710310919055,2.96493482569383e-05,4.96142808657273
"Interrupted","c","3Iron",23,0.000131249956587501,3.07526030347146e-05,4.26792998431194
"Jumbled","c","3Iron",23,0.00015109923924271,3.06863182281792e-05,4.92399375249769
"Uninterrupted","f","3Iron",23,0.000302488980971236,4.88378019243397e-05,6.19374683242003
"Interrupted","f","3Iron",23,0.000299523317180056,5.04106905656161e-05,5.94166264773119
"Jumbled","f","3Iron",23,0.000302401106067981,4.96942531172613e-05,6.08523294141112
"Uninterrupted","c","Corn",23,0.000146108810600852,3.11733290590484e-05,4.68698130777413
"Interrupted","c","Corn",23,0.00016035983355619,3.22128055804142e-05,4.97813930413101
"Jumbled","c","Corn",23,0.000136230697513703,3.23607918002543e-05,4.20974549555467
"Uninterrupted","f","Corn",23,0.000365493800287638,5.24528957172599e-05,6.96803856659853
"Interrupted","f","Corn",23,0.000316107943152407,5.35883104854932e-05,5.89882271503932
"Jumbled","f","Corn",23,0.00034896587375661,5.24657536716697e-05,6.65130774524724
"Uninterrupted","c","3Iron",24,0.000121977534294734,2.98969883333201e-05,4.0799271463337
"Interrupted","c","3Iron",24,0.000104892864410996,3.07526030347146e-05,3.41086132749767
"Jumbled","c","3Iron",24,0.00011237493029482,3.08178315482231e-05,3.64642561300844
"Uninterrupted","f","3Iron",24,0.000277327302958929,4.88378019243397e-05,5.67853777261656
"Interrupted","f","3Iron",24,0.000288750661187093,5.04106905656161e-05,5.72796480165743
"Jumbled","f","3Iron",24,0.000292886588269978,4.96942531172613e-05,5.89377181258497
"Uninterrupted","c","Corn",24,0.000118557231613966,3.12459163971732e-05,3.79432723646062
"Interrupted","c","Corn",24,0.000188115014506723,3.22128055804142e-05,5.83975878900471
"Jumbled","c","Corn",24,0.000113384435492119,3.23929387597206e-05,3.50028246381609
"Uninterrupted","f","Corn",24,0.000335933213053187,5.24528957172599e-05,6.40447411834017
"Interrupted","f","Corn",24,0.000337962097915488,5.35883104854932e-05,6.30663842270185
"Jumbled","f","Corn",24,0.000348217122959212,5.24657536716697e-05,6.63703651601677
"Uninterrupted","c","3Iron",25,0.000108671894945175,2.98969883333201e-05,3.63487765836471
"Interrupted","c","3Iron",25,0.00014674746976116,3.05433807940322e-05,4.8045588257156
"Jumbled","c","3Iron",25,0.000139270708543479,3.06863182281792e-05,4.5385278060366
"Uninterrupted","f","3Iron",25,0.000322744047560099,4.88378019243397e-05,6.60848840126136
"Interrupted","f","3Iron",25,0.000280059050387052,5.04106905656161e-05,5.55554877833935
"Jumbled","f","3Iron",25,0.000343683804657226,4.96942531172613e-05,6.91596679894254
"Uninterrupted","c","Corn",25,0.000132793179689497,3.11733290590484e-05,4.25983312330745
"Interrupted","c","Corn",25,0.000126138746679191,3.24278114367413e-05,3.88983224863189
"Jumbled","c","Corn",25,0.00015312057125606,3.21460706675389e-05,4.763274891033
"Uninterrupted","f","Corn",25,0.000315375657293259,5.24528957172599e-05,6.0125499837654
"Interrupted","f","Corn",25,0.000299121695331521,5.35883104854932e-05,5.58184597763155
"Jumbled","f","Corn",25,0.000292039946443939,5.37193194812469e-05,5.43640443073537
"Uninterrupted","c","3Iron",26,0.000119559169104503,2.98969883333201e-05,3.99903721978761
"Interrupted","c","3Iron",26,0.000126409180276682,3.07526030347146e-05,4.11051968947105
"Jumbled","c","3Iron",26,0.000114332439925089,3.08178315482231e-05,3.70994434654443
"Uninterrupted","f","3Iron",26,0.000291165990349601,4.88378019243397e-05,5.96189793309452
"Interrupted","f","3Iron",26,0.000281845267500702,5.04106905656161e-05,5.59098207817335
"Jumbled","f","3Iron",26,0.000303539113930013,4.96942531172613e-05,6.10813313188882
"Uninterrupted","c","Corn",26,0.000122985302745193,3.11733290590484e-05,3.94520914055201
"Interrupted","c","Corn",26,0.000107809053517346,3.24570442726575e-05,3.32159184341276
"Jumbled","c","Corn",26,0.000106388882296106,3.23607918002543e-05,3.28758588333646
"Uninterrupted","f","Corn",26,0.00029041256139006,5.36593827388493e-05,5.41214875324687
"Interrupted","f","Corn",26,0.000289115037558455,5.35883104854932e-05,5.39511387724606
"Jumbled","f","Corn",26,0.00030530080937389,5.24657536716697e-05,5.8190493418709
"Uninterrupted","c","3Iron",27,9.97036211222054e-05,2.9942282918096e-05,3.32986036485375
"Interrupted","c","3Iron",27,0.000113788532520193,3.07526030347146e-05,3.70012686053744
"Jumbled","c","3Iron",27,0.000114007180477524,3.08178315482231e-05,3.69939008522153
