"trial_type","trial_index","time_elapsed","rt","exp_condition","grain","mov_name","response","subid","recall_time","condition","movName"
"typing-period",45,2021398,"null","continuous","f","iron","",63784,"null","Uninterrupted","3Iron"
"typing-period",42,1049893,"88514.89999938011","continuous","f","iron","guy takes a shower   ",63925,"1873.5","Uninterrupted","3Iron"
"typing-period",44,1056847,"39916.5","continuous","f","iron","guy washes clothes",63925,"3588.599999964237","Uninterrupted","3Iron"
"typing-period",46,1060489,"36461.800000190735","continuous","f","iron","girl washes clothes",63925,"599.3999999761581","Uninterrupted","3Iron"
"typing-period",48,1063908,"28968.399999797344","continuous","f","iron","girl copies guy",63925,"428.80000001192093","Uninterrupted","3Iron"
"typing-period",50,1069255,"61270.90000063181","continuous","f","iron","guy pick pockets door",63925,"888.0999999642372","Uninterrupted","3Iron"
"typing-period",52,1076937,"158389.99999892712","continuous","f","iron","guy goes into many different houses",63925,"1124.3999999761581","Uninterrupted","3Iron"
"typing-period",54,1084383,"114984.20000010729","continuous","f","iron","guy goes inside building.",63925,"684.3999999761581","Uninterrupted","3Iron"
"typing-period",56,1090576,"108488.30000066757","continuous","f","iron","guy finds a girl in the building",63925,"803.5","Uninterrupted","3Iron"
"typing-period",58,1097372,"88369.9000005722","continuous","f","iron","guy rides a motorcycle",63925,"1070.6000000238419","Uninterrupted","3Iron"
"typing-period",60,1103341,"85335.19999921322","continuous","f","iron","girl rides motorcycle with him",63925,"696.5","Uninterrupted","3Iron"
"typing-period",62,1111151,"135459.4000003338","continuous","f","iron","guy goes to a park with the girl",63925,"727.3000000119209","Uninterrupted","3Iron"
"typing-period",64,1115287,"26291.799999833107","continuous","f","iron","guy plays golf",63925,"814","Uninterrupted","3Iron"
"typing-period",66,1124619,"228108.6000009179","continuous","f","iron","passerby flinches as he swings the golf ball",63925,"1295.199999988079","Uninterrupted","3Iron"
"typing-period",68,1129763,"50969.60000050068","continuous","f","iron","guy fixes the scale",63925,"728.5999999642372","Uninterrupted","3Iron"
"typing-period",70,1134722,"58976.40000075102","continuous","f","iron","guy fixes the clock",63925,"856.5","Uninterrupted","3Iron"
"typing-period",72,1138969,"37500.19999945164","continuous","f","iron","girl cuts her hair",63925,"825.8000000119209","Uninterrupted","3Iron"
"typing-period",74,1141874,"27674.20000040531","continuous","f","iron","girl ties her hair",63925,"492.39999997615814","Uninterrupted","3Iron"
"typing-period",76,1146716,"79293.10000044107","continuous","f","iron","guy makes food for the girl",63925,"406.5999999642372","Uninterrupted","3Iron"
"typing-period",78,1149213,"19984.900000333786","continuous","f","iron","guy takes shower",63925,"556.1999999880791","Uninterrupted","3Iron"
"typing-period",80,1153198,"30777.899999558926","continuous","f","iron","girl takes shower",63925,"1456.6000000238419","Uninterrupted","3Iron"
"typing-period",82,1161062,"200251.20000076294","continuous","f","iron","guy brings girl along the whole time",63925,"460.30000001192093","Uninterrupted","3Iron"
"typing-period",84,1170117,"157764.9999999404","continuous","f","iron","guy wears many different outfits",63925,"2004.1000000238419","Uninterrupted","3Iron"
"typing-period",86,1177431,"139482.70000004768","continuous","f","iron","a random girl rings the doorbell",63925,"1016.6000000238419","Uninterrupted","3Iron"
"typing-period",88,1182296,"64648.50000029802","continuous","f","iron","guy sees many paintings",63925,"888.1999999880791","Uninterrupted","3Iron"
"typing-period",90,1189871,"153184.59999871254","continuous","f","iron","guy takes a picture with the different pictures",63925,"1456.7000000476837","Uninterrupted","3Iron"
"typing-period",92,1200275,"230410.8999992609","continuous","f","iron","girl also takes pictures",63925,"1082.5","Uninterrupted","3Iron"
"typing-period",94,1206650,"99376.40000039339","continuous","f","iron","guy sees painting of a boxer",63925,"749.3000000119209","Uninterrupted","3Iron"
"typing-period",96,1214407,"46571.800000190735","continuous","f","iron","girl has a black eye",63925,"3824.7000000476837","Uninterrupted","3Iron"
"typing-period",98,1220602,"69846.69999986887","continuous","f","iron","girl has bleeding lips",63925,"1018.5","Uninterrupted","3Iron"
"typing-period",100,1244840,"216601.69999939203","continuous","f","iron","guy sees girl doing laundry and smirks",63925,"16188.300000011921","Uninterrupted","3Iron"
"typing-period",102,1252435,"105494.49999904633","continuous","f","iron","guy scoops rice out of rice cooker",63925,"2013.699999988079","Uninterrupted","3Iron"
"typing-period",104,1264617,"78342.3999993205","continuous","f","iron","guy opens the refridgerator",63925,"7360.399999976158","Uninterrupted","3Iron"
"typing-period",106,1278728,"93268.59999936819","continuous","f","iron","guy gives clothes to tyhe girl",63925,"9149.699999988079","Uninterrupted","3Iron"
"typing-period",108,1296861,"231475.4999999404","continuous","f","iron","guy puts on boxing gloves and takes picture",63925,"10125.599999964237","Uninterrupted","3Iron"
"typing-period",110,1314603,"146272.39999961853","continuous","f","iron","guy weighs himself on scale ",63925,"10906.5","Uninterrupted","3Iron"
"typing-period",112,1323464,"85855.30000048876","continuous","f","iron","guy goes into fancy house",63925,"3717.699999988079","Uninterrupted","3Iron"
"typing-period",114,1338500,"22101.599999964237","continuous","f","iron","guy wal",63925,"11302.800000011921","Uninterrupted","3Iron"
"typing-period",125,1929419,"53369.10000002384","continuous","f","corn","guy rows a boat",63925,"1470.4000000357628","Uninterrupted","Corn"
"typing-period",127,1934584,"61467.599999427795","continuous","f","corn","guy brings out a tool box",63925,"1081.5","Uninterrupted","Corn"
"typing-period",129,1940743,"103573.79999911785","continuous","f","corn","guy brings out many woodenplanks",63925,"513.3999999761581","Uninterrupted","Corn"
"typing-period",131,1945694,"58061.70000064373","continuous","f","corn","guy goes to little island",63925,"589.6999999880791","Uninterrupted","Corn"
"typing-period",133,1951866,"93477.3999991417","continuous","f","corn","guy starts cutting up the planks",63925,"1220.0999999642372","Uninterrupted","Corn"
"typing-period",135,1959279,"120271.39999985695","continuous","f","corn","guy puts wooden poles up",63925,"620.3000000119209","Uninterrupted","Corn"
"typing-period",137,1969826,"245088.89999991655","continuous","f","corn","guy pounds on the dirt near the poles",63925,"782.3999999761581","Uninterrupted","Corn"
"typing-period",139,1974723,"54012.50000029802","continuous","f","corn","guys measures the pole",63925,"996.5","Uninterrupted","Corn"
"typing-period",141,1982523,"70037.89999991655","continuous","f","corn","guy rows away on boat",63925,"2752.2999999523163","Uninterrupted","Corn"
"typing-period",143,1986176,"23792.19999986887","continuous","f","corn","guy brings girl",63925,"963.5","Uninterrupted","Corn"
"typing-period",145,1992883,"99114.70000010729","continuous","f","corn","girl watches what guy does",63925,"482.4000000357628","Uninterrupted","Corn"
"typing-period",147,1998273,"76514.80000066757","continuous","f","corn","girl helps to carry the planks",63925,"482.69999998807907","Uninterrupted","Corn"
"typing-period",149,2011712,"472603.3000000715","continuous","f","corn","they start putting the wooden slabs onto the sid eof  the house",63925,"995.5","Uninterrupted","Corn"
"typing-period",151,2023391,"175016.99999940395","continuous","f","corn","they go back rowing away",63925,"4499.899999976158","Uninterrupted","Corn"
"typing-period",153,2028256,"88790.10000044107","continuous","f","corn","they come back rowing to the island",63925,"513.8000000119209","Uninterrupted","Corn"
"typing-period",155,2034663,"57439","continuous","f","corn","they have wheat? ",63925,"545.8000000119209","Uninterrupted","Corn"
"typing-period",157,2041177,"99774.99999982119","continuous","f","corn","they bring the straw and bundle them up",63925,"1563.5","Uninterrupted","Corn"
"typing-period",159,2048495,"169189.099999547","continuous","f","corn","they put the straw on top of the house",63925,"502.39999997615814","Uninterrupted","Corn"
"typing-period",161,2051767,"24549.099999547005","continuous","f","corn","they make a lock",63925,"685.6000000238419","Uninterrupted","Corn"
"typing-period",163,2063048,"350552.89999866486","continuous","f","corn","the guy is haoppy with the finished house",63925,"1294.7999999523163","Uninterrupted","Corn"
"typing-period",165,2066681,"30136.600000202656","continuous","f","corn","they made a ladder",63925,"749.1999999880791","Uninterrupted","Corn"
"typing-period",167,2076967,"273216.89999842644","continuous","f","corn","guy takes nail out of his mouth and starts hammering",63925,"1724.9000000357628","Uninterrupted","Corn"
"typing-period",169,2082935,"103956.69999957085","continuous","f","corn","girl unwraps a piece of cloth",63925,"449.4000000357628","Uninterrupted","Corn"
"typing-period",171,2087589,"71644.7000003457","continuous","f","corn","in the cloth there is white bread",63925,"599.1999999880791","Uninterrupted","Corn"
"typing-period",173,2091691,"36110.10000050068","continuous","f","corn","she also brought jam",63925,"630.9000000357628","Uninterrupted","Corn"
"typing-period",175,2103489,"448826.40000092983","continuous","f","corn","she splitsd the bread in half and gives on half to the guy",63925,"470.69999998807907","Uninterrupted","Corn"
"typing-period",177,2107270,"48446.39999961853","continuous","f","corn","the girl drinks water",63925,"513.3000000119209","Uninterrupted","Corn"
"typing-period",179,2116164,"235792.90000110865","continuous","f","corn","the guys gives her what looks like fish",63925,"439.39999997615814","Uninterrupted","Corn"
"typing-period",181,2122264,"129844.19999921322","continuous","f","corn","the guy watches her eat and drink and smiles",63925,"1006.3999999761581","Uninterrupted","Corn"
"typing-period",183,2131628,"296562.10000127554","continuous","f","corn","the girl wears rain boots and goes into the lake",63925,"480.7999999523163","Uninterrupted","Corn"
"typing-period",185,2145910,"228667.90000122786","continuous","f","corn","the girl shows no edxdpression the whole time",63925,"5731","Uninterrupted","Corn"
"typing-period",187,2164739,"230991.7999985218","continuous","f","corn","the guy and the girl rest under the cube looking structure",63925,"10863.900000035763","Uninterrupted","Corn"
"typing-period",189,2174426,"90578.60000050068","continuous","f","corn","they both see an army boat?",63925,"3823.800000011921","Uninterrupted","Corn"
"typing-period",191,2181347,"116701.90000092983","continuous","f","corn","the guy nods his head at one of them",63925,"1134.800000011921","Uninterrupted","Corn"
"typing-period",193,2187583,"72222.0000000596","continuous","f","corn","the army dudes nod back",63925,"1178.3999999761581","Uninterrupted","Corn"
"typing-period",195,2194687,"131866.99999958277","continuous","f","corn","the girl is on what looks like a seasaw",63925,"706.8000000119209","Uninterrupted","Corn"
"typing-period",197,2212647,"447387.30000013113","continuous","f","corn","the girl has a lot of freckles and looks out into the lake",63925,"6042.5","Uninterrupted","Corn"
"typing-period",199,2223754,"null","continuous","f","corn","",63925,"null","Uninterrupted","Corn"
"typing-period",28,1640981,"23499126.499996543","continuous","c","corn","it seemed as if it was a story about people building a house on a random island in the middle of a river. at first it was just a man digging and laying the foundation of the house. then he finds a girl who he brings via a boat with more materials to the island and he begins to help build the house as well. what looks like the military comes by on a boat with guns. the movie continues as the house gets built little by little. ",66,"760.4000000059605","Uninterrupted","Corn"
"typing-period",30,1646543,"9727.699999988079","continuous","c","corn","  ",66,"1878.4000000059605","Uninterrupted","Corn"
"typing-period",32,1676581,"1980291.4000015855","continuous","c","corn","oh i am sorry, i just typed the whole movie event i remembered in one and not as seperate events.",66,"1079.300000011921","Uninterrupted","Corn"
"typing-period",34,1851770,"null","continuous","c","corn","",66,"null","Uninterrupted","Corn"
"typing-period",45,2478875,"34999.39999976754","continuous","c","iron","guy is takign a shower",66,"6248.9000000059605","Uninterrupted","3Iron"
"typing-period",47,2513495,"2936475.4000000954","continuous","c","iron","he begins to weigh himself, and then does not seem to be satisfied with weight, and takes it apart to mess with the weight.",66,"1318.9000000059605","Uninterrupted","3Iron"
"typing-period",49,2525660,"159982.00000041723","continuous","c","iron"," a woman comes home ",66,"2169.5999999940395","Uninterrupted","3Iron"
"typing-period",51,2538650,"444867.90000006557","continuous","c","iron","after her shower she comes and sees clothes already left out with her",66,"1662.199999988079","Uninterrupted","3Iron"
"typing-period",53,2547008,"162029.40000003576","continuous","c","iron","they get on a motorcycle",66,"824.7000000178814","Uninterrupted","3Iron"
"typing-period",55,2576524,"812919.8999994993","continuous","c","iron","he ties a golf ball to a tree and hits it while the girl watches",66,"13729","Uninterrupted","3Iron"
"typing-period",57,2583407,"174466.0999996364","continuous","c","iron","when they get home girl washing something in the shower",66,"673.5","Uninterrupted","3Iron"
"typing-period",59,2595035,"391614.30000013113","continuous","c","iron","guy cooks food and pre portions for woman ",66,"284.59999999403954","Uninterrupted","3Iron"
"typing-period",61,2604653,"304777.80000048876","continuous","c","iron"," a girl calls on the phone who is not her ",66,"383.2999999821186","Uninterrupted","3Iron"
"typing-period",63,2769516,"null","continuous","c","iron","",66,"null","Uninterrupted","3Iron"
"typing-period",42,1200158,"33862.50000008941","continuous","f","iron","went bike riding",67,"674.0999999940395","Uninterrupted","3Iron"
"typing-period",44,1204651,"51875.49999961257","continuous","f","iron","hit man with golf ball",67,"910.6999999880791","Uninterrupted","3Iron"
"typing-period",46,1214726,"231164.79999944568","continuous","f","iron","took a photo with boxing gloves on",67,"444.2999999821186","Uninterrupted","3Iron"
"typing-period",48,1221387,"60595.599999934435","continuous","f","iron","served food",67,"981.5999999940395","Uninterrupted","3Iron"
"typing-period",50,1228016,"24251.30000001192","continuous","f","iron","opened door",67,"593.7000000178814","Uninterrupted","3Iron"
"typing-period",52,1231122,"17473.70000010729","continuous","f","iron","turned on light",67,"409.80000001192093","Uninterrupted","3Iron"
"typing-period",54,1247428,"356837.7000000179","continuous","f","iron","tied golf ball to a tree",67,"557.4000000059605","Uninterrupted","3Iron"
"typing-period",56,1260899,"34734.00000008941","continuous","f","iron","girl brushed her hair",67,"10916.5","Uninterrupted","3Iron"
"typing-period",58,1321514,"290088.59999996424","continuous","f","iron","girl who they saw through videocam ran away",67,"48486.5","Uninterrupted","3Iron"
"typing-period",60,1395656,"1683338.3999989927","continuous","f","iron","girl got on the back of the motorbike before the guy noticed",67,"44143.79999998212","Uninterrupted","3Iron"
"typing-period",62,1446533,"4815408.300001353","continuous","f","iron","guy opened door to see if anyone was there but he didnt see anyone. the girl was able to hide successfully",67,"10405.5","Uninterrupted","3Iron"
"typing-period",64,1456161,"211447.20000064373","continuous","f","iron","guy shampooed his hair",67,"739.3999999761581","Uninterrupted","3Iron"
"typing-period",66,1496632,"null","continuous","f","iron","",67,"null","Uninterrupted","3Iron"
"typing-period",77,2085990,"14888.300000160933","continuous","f","corn","man rowed boat",67,"1241.199999988079","Uninterrupted","Corn"
"typing-period",79,2090463,"38192.89999973774","continuous","f","corn","man carried logs",67,"712.4000000059605","Uninterrupted","Corn"
"typing-period",81,2097602,"103069.49999979138","continuous","f","corn","girl and old man carried hay",67,"209","Uninterrupted","Corn"
"typing-period",83,2100461,"25279.900000065565","continuous","f","corn","girl waded in water",67,"164.69999998807907","Uninterrupted","Corn"
"typing-period",85,2105001,"74977.39999964833","continuous","f","corn","man built a wooden house",67,"266.59999999403954","Uninterrupted","Corn"
"typing-period",87,2141436,"2246240.299998492","continuous","f","corn","both girl and man saw a group of men wearing military uniform pass them by in a boat",67,"373.69999998807907","Uninterrupted","Corn"
"typing-period",89,2164545,"105931.69999986887","continuous","f","corn","man attached lock to door",67,"14612.40000000596","Uninterrupted","Corn"
"typing-period",91,2184050,"34124.30000001192","continuous","f","corn","girl sat on boat",67,"16277.59999999404","Uninterrupted","Corn"
"typing-period",93,2197572,"203478.4000004232","continuous","f","corn","girl played with ocean water",67,"333.69999998807907","Uninterrupted","Corn"
"typing-period",95,2213916,"631050.0999991","continuous","f","corn","girl washed her leg using ocean water",67,"629","Uninterrupted","Corn"
"typing-period",97,2225654,"353365.7999997139","continuous","f","corn","old man and girl got off from boat",67,"1040.199999988079","Uninterrupted","Corn"
"typing-period",99,2310041,"237237","continuous","f","corn","girl took off her headscarf",67,"73335.19999998808","Uninterrupted","Corn"
"typing-period",101,2356407,"4288291.199998766","continuous","f","corn","old man marveled at the finished house",67,"7982.0999999940395","Uninterrupted","Corn"
"typing-period",103,2382880,"null","continuous","f","corn","",67,"null","Uninterrupted","Corn"
"typing-period",325,961125,"9147.740000014892","ordered","f","corn"," ",1,"836.2149999884423","Interrupted","Corn"
"typing-period",327,986591,"1831578.5999995715","ordered","f","corn","i remember in the beginning there was an older man rowing a canoe and finally settled down on a small patch of land surrounding by water",1,"2591.0300000105053","Interrupted","Corn"
"typing-period",329,1010631,"1951077.80999862","ordered","f","corn","he started surveying the strip of land and gathering resources for something, which at the time i didn't know was going to be a house",1,"1257.2649999929126","Interrupted","Corn"
"typing-period",331,1040883,"2161055.3050003075","ordered","f","corn","he then left for some reason and came back with a young girl, no more than 15 years old I'd say, and then came back to the same strip of land",1,"2517.840000014985","Interrupted","Corn"
"typing-period",333,1066982,"2390109.299997537","ordered","f","corn","they got off the boat and the camera panned to a horizontal shot of 4 wooden pillars staked into the ground, the base for their new house",1,"423.1199999921955","Interrupted","Corn"
"typing-period",335,1106067,"4198911.670001923","ordered","f","corn","they began working and a boat with 3 men from the military staring down the old man and the girl. the old man looked away first but the girl kept staring at them",1,"396.50000000256114","Interrupted","Corn"
"typing-period",337,1126072,"1020043.9399984025","ordered","f","corn","they both then turned back to building the actual house. they started on the roof hammering wooden planks",1,"529.1900000011083","Interrupted","Corn"
"typing-period",339,1147601,"1789102.3799991235","ordered","f","corn","they also patched the roof with hay and the old man was on top of the roof using a ladder to climb up, while the young girl was handing him supplies",1,"363.9149999944493","Interrupted","Corn"
"typing-period",341,1158817,"341605.7900003216","ordered","f","corn","they ended up completing the house and it was a nice sturdy structure",1,"875.7749999931548","Interrupted","Corn"
"typing-period",343,1179808,"1165249.1699993843","ordered","f","corn","the old man locked up the house with a metal lock and they started putting their things in the canoe",1,"223.84500000043772","Interrupted","Corn"
"typing-period",345,1208069,"2380321.410001285","ordered","f","corn","the young girl had waterproof boots and walked into the water for some reason, maybe to get the canoe in the water",1,"406.875000015134","Interrupted","Corn"
"typing-period",347,1228642,"1088381.1449997302","ordered","f","corn","the man and the girl were displayed very far away in the last scene rowing away",1,"1862.98999999417","Interrupted","Corn"
"typing-period",349,1254477,"null","ordered","f","corn","",1,"null","Interrupted","Corn"
"typing-period",592,1961788,"2621245.3650006787","ordered","f","iron","there was a japanese man who got off his motorcycle in the beginning of the movie, took off his helmet, and locked it in the storage compartment of the motorcycle.",1,"1028.0750000092667","Interrupted","3Iron"
"typing-period",594,2008641,"6692401.830001914","ordered","f","iron","he went up the stairs, climbed another level and saw there was a sort of coupon card dropped off by a delivery man still on someone's door, so he assumed they weren't home and broke into the house",1,"796.5400000102818","Interrupted","3Iron"
"typing-period",596,2033503,"1234743.6849993537","ordered","f","iron","nobody was home in the first house, so he went about looking through every room, trying on clothes, taking a shower",1,"455.710000009276","Interrupted","3Iron"
"typing-period",598,2052807,"1072170.785001188","ordered","f","iron","towards the beginning of the room he was on the floor of his own bathroom i believe scrubbing the tiles",1,"705.8499999984633","Interrupted","3Iron"
"typing-period",600,2090462,"3821948.5800023247","ordered","f","iron","the first house had a balcony on it that was sort of closed off but still had a view of what looked to be a city landscape. there were plants on the balcony",1,"477.3949999944307","Interrupted","3Iron"
"typing-period",602,2105846,"714013.1699989722","ordered","f","iron","in the first house, the guy opened the fridge and looked at a yellow fruit, and picked it up",1,"675.954999984242","Interrupted","3Iron"
"typing-period",604,2141452,"3579618.6500008237","ordered","f","iron","he then got on his motorcycle and went to a second house. but this house had somebody in it, an asian woman who was hiding in the bathroom and had a bruised eye and a busted lip",1,"717.1699999887496","Interrupted","3Iron"
"typing-period",606,2171072,"2192329.5149990614","ordered","f","iron","she seemed very scared but the man didn't notice her in the beginning. he went around inspecting the pictures on the frame, cooking food, and then she finally appeared",1,"495.04000000841916","Interrupted","3Iron"
"typing-period",608,2195212,"1774405.6000010422","ordered","f","iron","i don't know if they knew each other but he didn't attack her and she ended up coming with him to the next house after taking a bath",1,"933.1049999748357","Interrupted","3Iron"
"typing-period",610,2206846,"484876.5200005709","ordered","f","iron","at the next house there was facial recognition but they still got in somehow. ",1,"565.6000000019558","Interrupted","3Iron"
"typing-period",612,2213754,"163315.08000058308","ordered","f","iron","another woman tried to get in but couldn't ",1,"460.1750000147149","Interrupted","3Iron"
"typing-period",614,2228245,"669360.1349995886","ordered","f","iron","the woman handed the man scissors and wanted him to cut her hair",1,"496.06999999377877","Interrupted","3Iron"
"typing-period",616,2229676,"4063.789999983739","ordered","f","iron","he did ",1,"517.7950000218116","Interrupted","3Iron"
"typing-period",618,2232282,"4569.520000047516","ordered","f","iron","",1,"864.8850000174716","Interrupted","3Iron"
"typing-period",366,1789700,"172228.05000084918","jumbled","f","corn","men was rowing a canoe ",10,"1400.0499999383464","Jumbled","Corn"
"typing-period",368,1799385,"114294.70499919262","jumbled","f","corn","young girl was washing her leg",10,"2764.369999989867","Jumbled","Corn"
"typing-period",370,1825766,"1457896.4950037189","jumbled","f","corn","man and young woman were transporting planks of wood via canoe",10,"468.24499999638647","Jumbled","Corn"
"typing-period",372,1845272,"782099.9549963744","jumbled","f","corn","they were building a small mouse house made of wood",10,"597.3399999784306","Jumbled","Corn"
"typing-period",374,1850245,"35369.72999991849","jumbled","f","corn","they made a fire",10,"1055.7999999728054","Jumbled","Corn"
"typing-period",376,1858464,"69047.70999890752","jumbled","f","corn","they prepared some food",10,"1447.980000055395","Jumbled","Corn"
"typing-period",378,1875621,"323121.6850007186","jumbled","f","corn","they ate together close to the fire",10,"1784.3749999301508","Jumbled","Corn"
"typing-period",380,1909119,"1588264.7300014505","jumbled","f","corn","a group of military personnel were transporting by canoe and greeted the man",10,"3452.434999984689","Jumbled","Corn"
"typing-period",382,1927015,"238416.31500108633","jumbled","f","corn","man was throwing things in the lake ",10,"6605.590000050142","Jumbled","Corn"
"typing-period",384,1944030,"214852.21000097226","jumbled","f","corn","man was shoveling ",10,"4080.8699999470264","Jumbled","Corn"
"typing-period",386,1971531,"149873.90499864705","jumbled","f","corn","man and woman were resting ",10,"16464.73500004504","Jumbled","Corn"
"typing-period",388,1990873,"116897.54000038374","jumbled","f","corn","woman was wearing rain boots",10,"11964.109999942593","Jumbled","Corn"
"typing-period",390,2014703,"111481.83999804314","jumbled","f","corn","man was carrying a box of tools",10,"16556.239999947138","Jumbled","Corn"
"typing-period",392,2035353,"232130.5099974852","jumbled","f","corn","man was climbing the ladder to get to the roof",10,"10145.92999999877","Jumbled","Corn"
"typing-period",394,2057702,"261008.00999999046","jumbled","f","corn","woman was sitting by the shore ",10,"11351.859999937005","Jumbled","Corn"
"typing-period",396,2076389,"305320.0750008691","jumbled","f","corn"," man and woman navigated the lake via a canoe",10,"8374.479999998584","Jumbled","Corn"
"typing-period",398,2078110,"null","jumbled","f","corn","",10,"null","Jumbled","Corn"
"typing-period",641,2760676,"76116.41500110272","jumbled","f","iron","man arrived in a motorcycle",10,"4455.325000104494","Jumbled","3Iron"
"typing-period",643,2770536,"101832.5849995017","jumbled","f","iron","man prepared food for a woman",10,"3900.6299999309704","Jumbled","3Iron"
"typing-period",645,2776287,"31881.41000084579","jumbled","f","iron"," man prepared rice",10,"2576.67500001844","Jumbled","3Iron"
"typing-period",647,2783501,"28181.945000891574","jumbled","f","iron","woman was sad ",10,"3318.8500000396743","Jumbled","3Iron"
"typing-period",649,2796195,"254182.1650019847","jumbled","f","iron","woman was sitting alone glancing at the man",10,"1068.2850000448525","Jumbled","3Iron"
"typing-period",651,2810055,"221893.40500172693","jumbled","f","iron","man was cleaning with  a cleaning spray",10,"2367.480000015348","Jumbled","3Iron"
"typing-period",653,2818880,"152151.11500176135","jumbled","f","iron","man was scrubbing the bathroom floor",10,"1405.6649999693036","Jumbled","3Iron"
"typing-period",655,2828282,"202490.05499947816","jumbled","f","iron","woman was scrubbing the bathroom floor",10,"1042.5350000150502","Jumbled","3Iron"
"typing-period",657,2834410,"57685.94499898609","jumbled","f","iron","man was doing laundry",10,"941.7649999959394","Jumbled","3Iron"
"typing-period",659,2844606,"143544.74500124343","jumbled","f","iron","man was fixing a weight scale",10,"1880.1349999848753","Jumbled","3Iron"
"typing-period",661,2849548,"39637.91999896057","jumbled","f","iron","man was fixing a radio",10,"1247.800000011921","Jumbled","3Iron"
"typing-period",663,2857736,"84631.50999892969","jumbled","f","iron","man was fixing a door knob",10,"1445.0799999758601","Jumbled","3Iron"
"typing-period",665,2867747,"203796.86999844853","jumbled","f","iron","woman handed the man a pair of scissors",10,"1250.1749999355525","Jumbled","3Iron"
"typing-period",667,2875858,"145514.12500091828","jumbled","f","iron","man weighed himself on the scale ",10,"1235.2950000204146","Jumbled","3Iron"
"typing-period",669,2881471,"42693.455000407994","jumbled","f","iron","man was taking a shower",10,"2112.6449999865144","Jumbled","3Iron"
"typing-period",671,2892479,"254087.62500062585","jumbled","f","iron","man was tying a golf ball to a tree trunk",10,"593.2649999158457","Jumbled","3Iron"
"typing-period",673,2909752,"451178.4750020597","jumbled","f","iron","woman had a bruise on her eye and lips ",10,"2891.6550000431016","Jumbled","3Iron"
"typing-period",675,2924301,"475473.19000051357","jumbled","f","iron","there was a different woman waiting at the front door",10,"1545.7150000147521","Jumbled","3Iron"
"typing-period",677,2952667,"1616210.554995807","jumbled","f","iron","man took a selfie with  photos of the woman that were hanging on the wall",10,"1872.6550000719726","Jumbled","3Iron"
"typing-period",679,2968151,"554639.2049989663","jumbled","f","iron","woman took a selfie with a boxing photo of the man behind her",10,"1075.040000025183","Jumbled","3Iron"
"typing-period",681,2979955,"63143.71499896515","jumbled","f","iron","woman was eating ",10,"6424.074999988079","Jumbled","3Iron"
"typing-period",683,2987180,"50355.130000039935","jumbled","f","iron","man was eating alone",10,"2216.3399999262765","Jumbled","3Iron"
"typing-period",685,3022328,"548649.9849974643","jumbled","f","iron","woman and man were riding a motorcycle ",10,"20031.120000057854","Jumbled","3Iron"
"typing-period",687,3048948,"136013.78499960992","jumbled","f","iron","there was a man in a parking lot",10,"19914.849999942817","Jumbled","3Iron"
"typing-period",689,3049503,"null","jumbled","f","iron","",10,"null","Jumbled","3Iron"
"typing-period",380,1276901,"44190.29000005685","ordered","c","iron","guy was alone in the house",11,"814.9049999993294","Interrupted","3Iron"
"typing-period",382,1283270,"99746.89499995066","ordered","c","iron","girl was hiding from guy with injuries",11,"391.11000000406057","Interrupted","3Iron"
"typing-period",384,1290557,"88154.3650001071","ordered","c","iron","girl started following guy around",11,"2654.4099999957252","Interrupted","3Iron"
"typing-period",386,1297189,"142672.59000008903","ordered","c","iron","guy put out outfit for the girl",11,"621.7800000011921","Interrupted","3Iron"
"typing-period",388,1306942,"180396.9550001591","ordered","c","iron","girl and guy get on motorcycle and ride somewhere ",11,"2526.2900000014342","Interrupted","3Iron"
"typing-period",390,1319309,"32264.785000026226","ordered","c","iron","guy fixes scale ",11,"7022.945000004256","Interrupted","3Iron"
"typing-period",392,1323862,"25161.79499997804","ordered","c","iron","guy takes shower",11,"1472.5299999990966","Interrupted","3Iron"
"typing-period",394,1328965,"49729.15500005055","ordered","c","iron","girl is crying in bath",11,"1319.7700000018813","Interrupted","3Iron"
"typing-period",396,1339918,"30764.215000009164","ordered","c","iron","girl is sleeping",11,"8104.209999997634","Interrupted","3Iron"
"typing-period",398,1380232,"233731.7649999326","ordered","c","iron","guy made rice based meal for girl",11,"32690.770000001183","Interrupted","3Iron"
"typing-period",400,1409007,"55317.725000028964","ordered","c","iron","guy picked lock of apartment",11,"24197.990000000456","Interrupted","3Iron"
"typing-period",402,1427478,"335509.7449997377","ordered","c","iron","girl and guy left guys apartment and went somewhere else on motorcycle",11,"10102.87000000244","Interrupted","3Iron"
"typing-period",404,1521043,"80939.45000012824","ordered","c","iron","guy hears something and gets scared",11,"88851.4450000003","Interrupted","3Iron"
"typing-period",406,1572083,"34899.29000006686","ordered","c","iron","guy likes his motorcycle",11,"48359.615000001155","Interrupted","3Iron"
"typing-period",408,1573091,"null","ordered","c","iron","",11,"null","Interrupted","3Iron"
"typing-period",644,2250620,"53384.4399999124","ordered","c","corn","guy is paddling down a river",11,"694.1949999965727","Interrupted","Corn"
"typing-period",646,2255244,"38741.49000003189","ordered","c","corn","guy stops on a riverbed",11,"542.7099999943748","Interrupted","Corn"
"typing-period",648,2263764,"309400.3150001499","ordered","c","corn","guy starts hammering stake into the ground and ties up his boat",11,"348.87999999755993","Interrupted","Corn"
